Count,Lityear,Year,Season,Site,Stand,Plot,Treatment,N,P,Ca,Basket,Total_Mass,Leaf_Mass,Basket_Type,Basket_Area,Total_Mass_g_m2,Sorted,ACPE,ACRU,ACSA3,ACSP2,BE_sp,BEAL2,BEPA,BEPO,FAGR,FRAM2,PIRU,PO_sp,POGR4,POTR5,PRPE2,PRSE2,QURU,SOAM3,TIAM,TSCA,VILA11,Unknown,Seeds,Nonleaf,OTHER_Spring,Other,Twigs <16mm,Twigs 16-30mm,Problematic,Comments
9495,2022,2022,Fall,BEF,C7,3,P,0,1,0,A1,63.60,63.30,1,0.23,276.52,Y,,0.83,11.93,,,0.20,0.20,,50.04,,,,,,,,,,,,,0.10,,0.30,,,,,,
9496,2022,2022,Fall,BEF,C7,3,P,0,1,0,A3,61.24,50.90,1,0.23,266.28,Y,,0.66,6.31,,,6.27,0.21,,37.70,,,,,,,,,,,,,-0.25,,10.35,,,,,,
9497,2022,2022,Fall,BEF,C7,3,P,0,1,0,B2,NA,NA,2,0.19,NA,Y,,0.70,14.24,,,7.02,,,39.94,,,,,,,,,,,,,0.23,,0.01,,,,,,
9498,2022,2022,Fall,BEF,C7,3,P,0,1,0,C1,NA,NA,2,0.19,NA,Y,,0.10,8.80,,,0.80,,,41.94,,,,,,,,,,,,,0.40,,1.65,,,,,,
9499,2022,2022,Fall,BEF,C7,3,P,0,1,0,C3,64.50,64.26,1,0.23,280.43,Y,,,2.96,,,13.13,,,47.07,,,,,,,,,,,,,1.10,,0.24,,,,,,
9500,2022,2022,Fall,BEF,C7,4,C,0,0,0,A1,79.17,78.11,2,0.19,416.67,Y,0.30,2.16,2.84,,,11.37,,,61.44,,,,,,,,,,,,,0.01,,1.06,,,,,,
9501,2022,2022,Fall,BEF,C7,4,C,0,0,0,A3,49.49,49.42,2,0.19,260.47,Y,,0.05,20.45,,,0.44,,,28.31,,,,,,,,,,,,,0.17,,0.07,,,,,,
9502,2022,2022,Fall,BEF,C7,4,C,0,0,0,B2,74.93,74.93,1,0.23,325.77,Y,,12.70,25.70,,,1.75,2.03,,31.70,,,,,,,,,,,,,1.05,,,,,,,,
9503,2022,2022,Fall,BEF,C7,4,C,0,0,0,C1,57.45,57.45,1,0.23,249.78,Y,,3.36,14.45,,,,0.02,,39.26,,,,,,,,,,,,,0.36,,,,,,,,
9504,2022,2022,Fall,BEF,C7,4,C,0,0,0,C3,53.19,53.23,1,0.23,231.24,Y,0.38,0.03,8.29,,,,,,44.44,,,,,,,,,,,,,0.10,,-0.04,,,,,,
9505,2022,2022,Fall,BEF,C8,1,P,0,1,0,A1,50.16,49.45,1,0.23,218.09,Y,,,12.51,,,1.29,-7.37,,33.63,7.03,,,,1.43,0.08,,,,0.77,,,0.08,,0.71,,,,,,
9506,2022,2022,Fall,BEF,C8,1,P,0,1,0,A3,86.22,86.13,1,0.23,374.87,Y,,,54.46,,,0.10,,,26.56,4.24,,,,,,,,,,,,0.77,,0.09,,,,,,
9507,2022,2022,Fall,BEF,C8,1,P,0,1,0,B2,56.96,56.64,1,0.23,247.66,Y,,0.17,24.58,,,1.21,,,22.36,7.35,,,,,,,,,,,,0.97,,0.33,,,,,,
9508,2022,2022,Fall,BEF,C8,1,P,0,1,0,C1,87.05,87.05,1,0.23,378.48,Y,,,32.88,,,17.01,0.17,,32.94,3.77,,,,,,,,,,,,0.28,,0.00,,,,,,
9509,2022,2022,Fall,BEF,C8,1,P,0,1,0,C3,76.64,76.33,1,0.23,333.22,Y,,,31.83,,,2.74,0.12,,38.08,3.40,,,,,,,,,,,,0.16,,0.31,,,,,,
9510,2022,2022,Fall,BEF,C8,2,C,0,0,0,A1,79.28,79.26,1,0.23,344.70,Y,,,51.68,,,2.92,,,15.14,4.32,,,,,,,,,4.85,,,0.35,,0.02,,,,,,
9511,2022,2022,Fall,BEF,C8,2,C,0,0,0,A3,56.84,56.25,1,0.23,247.13,Y,,,21.93,,,2.69,,,19.36,5.72,,,,,0.03,,,,6.06,,,0.46,,0.59,,,,,,
9512,2022,2022,Fall,BEF,C8,2,C,0,0,0,B2,75.00,74.70,1,0.23,326.08,Y,,,41.59,,,1.35,0.09,,25.06,2.22,,,,,,,,,4.34,,,0.05,,0.30,,,,,,
9513,2022,2022,Fall,BEF,C8,2,C,0,0,0,C1,60.72,59.99,1,0.23,263.98,Y,,,13.23,,,6.32,0.13,,30.10,7.90,,,,,,,,,,,,2.31,,0.73,,,,,,
9514,2022,2022,Fall,BEF,C8,2,C,0,0,0,C3,77.67,77.64,1,0.23,337.70,Y,,,14.43,,,12.61,,,43.83,6.63,,,,,,,,,,,,0.14,,0.03,,,,,,
9515,2022,2022,Fall,BEF,C8,3,N,1,0,0,A1,45.44,45.42,1,0.23,197.56,Y,,4.64,7.67,,,1.27,1.59,,21.72,4.53,,,,,,,,,,,,4.00,,0.02,,,,,,
9516,2022,2022,Fall,BEF,C8,3,N,1,0,0,A3,86.02,85.41,1,0.23,374.00,Y,0.11,1.37,41.13,,,7.58,2.23,,28.77,4.19,,,,,,,,,,,,0.03,,0.61,,,,,,
9517,2022,2022,Fall,BEF,C8,3,N,1,0,0,B2,95.50,94.65,1,0.23,415.22,Y,,9.08,50.44,,,10.02,0.69,,19.65,4.19,,,,,,,,,,,,0.58,,0.85,,,,,,
9518,2022,2022,Fall,BEF,C8,3,N,1,0,0,C1,77.44,77.34,1,0.23,336.70,Y,,7.12,14.35,,,35.98,0.65,,16.11,2.50,,,,,,,,,,,,0.63,,0.10,,,,,,
9519,2022,2022,Fall,BEF,C8,3,N,1,0,0,C3,73.67,73.17,1,0.23,320.30,Y,,,53.20,,,5.38,0.31,,12.10,1.73,,,,,,,,,,,,0.45,,0.50,,,,,,
9520,2022,2022,Fall,BEF,C8,4,NP,1,1,0,A1,61.19,58.34,1,0.23,266.03,Y,,0.15,7.21,,,0.09,0.04,,50.36,0.25,,,,,,,,,,,,0.25,,2.85,,,,,,
9521,2022,2022,Fall,BEF,C8,4,NP,1,1,0,A3,65.41,62.15,1,0.23,284.37,Y,,0.10,6.76,,,0.63,,,54.28,0.23,,,,,,,,,,,,0.15,,3.26,,,,,,
9522,2022,2022,Fall,BEF,C8,4,NP,1,1,0,B2,61.01,60.30,1,0.23,265.26,Y,,,6.26,,,2.07,0.20,,51.25,0.19,,,,,,,,,,,,0.33,,0.71,,,,,,
9523,2022,2022,Fall,BEF,C8,4,NP,1,1,0,C1,81.89,81.79,1,0.23,356.03,Y,,,39.77,,,7.15,3.34,,29.83,,,,,,,,,,,,,1.70,,0.10,,,,,,
9524,2022,2022,Fall,BEF,C8,4,NP,1,1,0,C3,69.59,69.25,1,0.23,302.57,Y,,,33.73,,,7.02,1.78,,25.00,0.25,,,,,,,,,,,,1.47,,0.35,,,,,,
9525,2022,2022,Fall,BEF,C8,5,Ca,0,0,1,A1,61.97,61.72,1,0.23,269.43,Y,,,15.79,,,27.48,0.39,,17.66,,,,,,,,,,,,,0.41,,0.25,,,,,,
9526,2022,2022,Fall,BEF,C8,5,Ca,0,0,1,A3,113.58,113.40,1,0.23,493.83,Y,,,74.52,,,4.02,,,34.60,,,,,,,,,,,,,0.26,,0.19,,,,,,
9527,2022,2022,Fall,BEF,C8,5,Ca,0,0,1,B2,47.19,47.10,1,0.23,205.18,Y,,,12.81,,,7.60,,,26.56,,,,,,,,,,,,,0.13,,0.10,,,,,,
9528,2022,2022,Fall,BEF,C8,5,Ca,0,0,1,C1,45.74,45.59,1,0.23,198.88,Y,1.99,,15.25,,,4.67,,,23.36,,,,,,,,,,,,,0.32,,0.16,,,,,,
9529,2022,2022,Fall,BEF,C8,5,Ca,0,0,1,C3,55.72,55.50,1,0.23,242.26,Y,,0.46,17.63,,,11.59,,,25.57,,,,,,,,,,,,,0.26,,0.22,,,,,,
9530,2022,2022,Fall,BEF,C9,1,C,0,0,0,A1,74.18,74.14,2,0.19,390.43,Y,,,15.69,,,42.35,,,15.85,,,,,,,,,,,,,0.25,,0.05,,,,,,
9531,2022,2022,Fall,BEF,C9,1,C,0,0,0,A3,54.96,54.96,1,0.23,238.94,Y,,,21.03,,,16.86,,,16.64,,,,,,,,,,,,,0.43,,,,,,,,
9532,2022,2022,Fall,BEF,C9,1,C,0,0,0,B2,74.76,74.73,2,0.19,393.46,Y,,,37.18,,,14.83,,,22.39,,,,,,,,,,,,,0.33,,0.03,,,,,,
9533,2022,2022,Fall,BEF,C9,1,C,0,0,0,C1,84.29,84.29,1,0.23,366.46,Y,,,46.80,,,7.28,,,29.76,,,,,,,,,,,,,0.45,,,,,,,,
9534,2022,2022,Fall,BEF,C9,1,C,0,0,0,C3,47.88,47.81,2,0.19,251.98,Y,,,22.24,,,5.11,,,20.11,,,,,,,,,,,,,0.35,,0.07,,,,,,
9535,2022,2022,Fall,BEF,C9,2,P,0,1,0,A1,66.83,66.79,1,0.23,290.58,Y,,,24.17,,,17.63,,,24.24,,,,,,,,,,,,,0.75,,0.05,,,,,,
9536,2022,2022,Fall,BEF,C9,2,P,0,1,0,A3,52.73,52.73,1,0.23,229.24,Y,,,30.78,,,2.00,,,19.60,,,,,,,,,,,,,0.35,,0.00,,,,,,
9537,2022,2022,Fall,BEF,C9,2,P,0,1,0,B2,83.14,83.06,1,0.23,361.49,Y,,,59.27,,,2.24,,,21.20,,,,,,,,,,,,,0.35,,0.09,,,,,,
9538,2022,2022,Fall,BEF,C9,2,P,0,1,0,C1,48.62,48.62,2,0.19,255.92,Y,,,31.27,,,1.73,,,15.18,0.32,,,,,,,,,,,,0.13,,0.00,,,,,,
9539,2022,2022,Fall,BEF,C9,2,P,0,1,0,C3,83.58,83.50,2,0.19,439.91,Y,2.88,,60.76,,,9.66,,,9.88,,,,,,,,,,,,,0.32,,0.09,,,,,,
9540,2022,2022,Fall,BEF,C9,3,NP,1,1,0,A1,34.64,33.76,1,0.23,150.63,Y,,,19.25,,,3.60,,,10.71,-1.62,,,,,,,,,,,,1.82,,0.89,,,,,,
9541,2022,2022,Fall,BEF,C9,3,NP,1,1,0,A3,60.10,59.57,1,0.23,261.31,Y,0.30,,17.58,,,14.92,,,25.54,,,,,,,,,,,,,1.23,,0.54,,,,,,
9542,2022,2022,Fall,BEF,C9,3,NP,1,1,0,B2,84.33,84.33,1,0.23,366.64,Y,,,56.63,,,7.89,,,18.26,,,,,,,,,,,,,1.55,,0.00,,,,,,
9543,2022,2022,Fall,BEF,C9,3,NP,1,1,0,C1,104.84,104.71,1,0.23,455.83,Y,,,83.34,,,1.86,,,19.02,,,,,,,,,,,,,0.49,,0.14,,,,,,
9544,2022,2022,Fall,BEF,C9,3,NP,1,1,0,C3,82.76,82.72,1,0.23,359.81,Y,0.16,,66.16,,,3.79,,,12.22,,,,,,,,,,,,,0.39,,0.04,,,,,,
9545,2022,2022,Fall,BEF,C9,4,N,1,0,0,A1,73.50,73.50,1,0.23,319.55,Y,,,19.08,,,8.71,,,45.19,,,,0.08,,,,,,,,,0.44,,0.00,,,,,,
9546,2022,2022,Fall,BEF,C9,4,N,1,0,0,A3,55.62,54.96,1,0.23,241.83,Y,,,22.06,,,15.58,,,15.65,0.80,,,,,,,,,,,,0.88,,0.66,,,,,,
9547,2022,2022,Fall,BEF,C9,4,N,1,0,0,B2,96.24,96.23,2,0.19,506.54,Y,,,39.90,,,8.42,,,47.09,,,,,,,,,,,,,0.82,,0.02,,,,,,
9548,2022,2022,Fall,BEF,C9,4,N,1,0,0,C1,79.33,79.29,1,0.23,344.90,Y,,,35.02,,,17.04,,,26.88,,,,,,,,,,,,,0.35,,0.04,,,,,,
9549,2022,2022,Fall,BEF,C9,4,N,1,0,0,C3,105.48,104.76,1,0.23,458.59,Y,1.69,,75.07,,,5.05,0.78,,20.36,0.13,,,,,,,,,,,,1.69,,0.72,,,,,,
9550,2022,2022,Fall,HB,HBM,1,NP,1,1,0,A1,85.95,85.70,1,0.23,373.70,Y,,3.65,9.13,,,53.71,5.10,,6.83,5.77,,,,,,,,,,,,1.51,,0.26,,,,,,
9551,2022,2022,Fall,HB,HBM,1,NP,1,1,0,A2,87.75,87.75,1,0.23,381.54,Y,0.83,4.71,9.00,,,47.87,10.97,,6.97,,,,,0.02,,,,,,,,7.39,,,,,,,,
9552,2022,2022,Fall,HB,HBM,1,NP,1,1,0,CENTER,99.17,99.17,1,0.23,431.17,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,2022,2022,Fall,HB,HBM,1,NP,1,1,0,B1,100.06,100.06,1,0.23,435.04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9554,2022,2022,Fall,HB,HBM,1,NP,1,1,0,B2,119.11,119.11,1,0.23,517.87,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9555,2022,2022,Fall,HB,HBM,2,N,1,0,0,A1,82.02,82.02,1,0.23,356.62,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9556,2022,2022,Fall,HB,HBM,2,N,1,0,0,A2,90.69,90.69,1,0.23,394.30,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9557,2022,2022,Fall,HB,HBM,2,N,1,0,0,CENTER,#N/A,#N/A,1,0.23,#N/A,Y,,13.47,11.00,,,33.51,#N/A,,#N/A,3.06,,,#N/A,#N/A,0.07,,,,,,,6.94,,-0.05,,,,,,
9558,2022,2022,Fall,HB,HBM,2,N,1,0,0,B1,80.30,80.30,1,0.23,349.13,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9559,2022,2022,Fall,HB,HBM,2,N,1,0,0,B2,86.82,86.82,1,0.23,377.48,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9560,2022,2022,Fall,HB,HBM,3,C,0,0,0,A1,78.09,78.09,1,0.23,339.52,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9561,2022,2022,Fall,HB,HBM,3,C,0,0,0,A2,80.44,80.44,1,0.23,349.74,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9562,2022,2022,Fall,HB,HBM,3,C,0,0,0,CENTER,79.10,79.10,2,0.19,416.32,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9563,2022,2022,Fall,HB,HBM,3,C,0,0,0,B1,76.55,76.55,1,0.23,332.83,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564,2022,2022,Fall,HB,HBM,3,C,0,0,0,B2,20.11,20.11,1,0.23,87.43,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9565,2022,2022,Fall,HB,HBM,4,P,0,1,0,A1,81.22,81.22,1,0.23,353.13,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9566,2022,2022,Fall,HB,HBM,4,P,0,1,0,A2,85.36,85.36,1,0.23,371.13,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9567,2022,2022,Fall,HB,HBM,4,P,0,1,0,CENTER,97.43,97.43,1,0.23,423.61,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9568,2022,2022,Fall,HB,HBM,4,P,0,1,0,B1,78.90,78.90,1,0.23,343.04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9569,2022,2022,Fall,HB,HBM,4,P,0,1,0,B2,6.76,6.76,1,0.23,29.39,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9570,2022,2022,Fall,HB,HBO,1,P,0,1,0,A1,76.61,76.61,1,0.23,333.10,Y,,2.15,0.37,,,56.28,,,17.46,,,,0.20,,,,,,,,,0.16,,,,,,,,
9571,2022,2022,Fall,HB,HBO,1,P,0,1,0,A3,70.78,70.48,1,0.23,307.74,Y,,,0.50,,,54.70,,,14.28,,,,,,,,,,,,,1.00,,0.30,,,,,,
9572,2022,2022,Fall,HB,HBO,1,P,0,1,0,B2,70.65,70.65,1,0.23,307.17,Y,,,0.50,,,40.54,0.30,,21.21,,,,,,,,,,,7.20,,0.90,,,,,,,,
9573,2022,2022,Fall,HB,HBO,1,P,0,1,0,C1,77.71,77.71,1,0.23,337.87,Y,,1.00,2.73,,,48.45,,,24.83,,,,,,,,,,,,,0.70,,,,,,,,
9574,2022,2022,Fall,HB,HBO,1,P,0,1,0,C3,78.49,77.86,1,0.23,341.26,Y,,,2.98,,,58.71,0.04,,14.50,,,,,,,,,,,,,1.63,,0.63,,,,,,
9575,2022,2022,Fall,HB,HBO,2,N,1,0,0,A1,112.88,112.31,1,0.23,490.78,Y,,4.59,33.27,,,56.62,,,16.27,0.08,,,,,,,,,,,,1.48,,0.57,,,,,,
9576,2022,2022,Fall,HB,HBO,2,N,1,0,0,A3,69.81,69.81,1,0.23,303.54,Y,0.20,-0.05,2.10,,,56.37,,,5.17,,,,,,,,,,,,,6.03,,,,,,,,
9577,2022,2022,Fall,HB,HBO,2,N,1,0,0,B2,87.55,86.23,1,0.23,380.64,Y,,,13.50,,,58.85,,,13.06,0.05,,,,,,,,,,,,0.78,,1.32,,,,,,
9578,2022,2022,Fall,HB,HBO,2,N,1,0,0,C1,79.32,78.93,1,0.23,344.89,Y,,-7.37,22.85,,,41.26,,,14.51,4.82,,,,,,,,,,,,2.86,,0.40,,,,,,
9579,2022,2022,Fall,HB,HBO,2,N,1,0,0,C3,78.44,78.13,1,0.23,341.04,Y,,,13.35,,,43.45,,,16.27,,,,,,,,,,,,,5.06,,0.31,,,,,,
9580,2022,2022,Fall,HB,HBO,3,NP,1,1,0,A1,98.82,98.82,1,0.23,429.65,Y,,11.53,6.41,,,49.45,,,29.74,0.39,,,,,,,,,,,,1.30,,,,,,,,
9581,2022,2022,Fall,HB,HBO,3,NP,1,1,0,A3,81.30,81.38,1,0.23,353.49,Y,1.02,14.87,7.37,,,41.57,,,13.50,,,,,,,,,,,,0.10,2.95,,-0.07,,,,,,
9582,2022,2022,Fall,HB,HBO,3,NP,1,1,0,B2,0.00,0.00,1,0.23,0.00,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9583,2022,2022,Fall,HB,HBO,3,NP,1,1,0,C1,82.55,82.46,1,0.23,358.91,Y,1.02,5.92,5.19,,,52.26,,,14.88,2.81,,,,,,,,,,,,0.39,,0.09,,,,,,
9584,2022,2022,Fall,HB,HBO,3,NP,1,1,0,C3,78.34,78.31,1,0.23,340.62,Y,3.20,1.82,5.67,,,48.91,,,10.20,0.63,,,,,,,,,,,,7.88,,0.04,,,,,,
9585,2022,2022,Fall,HB,HBO,4,C,0,0,0,A1,77.51,76.61,1,0.23,337.00,Y,,,2.73,,,47.24,0.20,,26.14,,,,,,,,,,,,,0.30,,0.90,,,,,,
9586,2022,2022,Fall,HB,HBO,4,C,0,0,0,A3,83.17,83.17,1,0.23,361.59,Y,,0.44,14.56,,,29.21,4.16,,32.90,,,,,,,,,,,,,1.90,,,,,,,,
9587,2022,2022,Fall,HB,HBO,4,C,0,0,0,B2,80.00,79.86,1,0.23,347.83,Y,,1.15,9.20,,,28.76,,,39.40,,,,,,,,,,,,,1.35,,0.15,,,,,,
9588,2022,2022,Fall,HB,HBO,4,C,0,0,0,C1,92.17,91.90,1,0.23,400.74,Y,0.95,1.31,49.09,,,12.95,,,25.70,,,,,,,,,,,,,1.91,,0.27,,,,,,
9589,2022,2022,Fall,HB,HBO,4,C,0,0,0,Y3,76.47,76.26,1,0.23,332.50,Y,,0.08,,,,44.09,0.18,,29.15,,,,,,,,,,,,,2.76,,0.22,,,,,,
9590,2022,2022,Fall,HB,HBO,7,C,0,0,0,A1,66.61,66.61,1,0.23,289.61,Y,,1.62,21.68,,,37.21,,,5.83,0.09,,,,,,,,,,,,0.18,,,,,,,,
9591,2022,2022,Fall,HB,HBO,7,C,0,0,0,B2,77.89,77.89,1,0.23,338.64,Y,0.33,,43.78,,,21.10,,,6.44,5.48,,,,,,,,,,,,0.76,,,,,,,,
9592,2022,2022,Fall,JB,JBM,1,NP,1,1,0,A1,68.97,68.73,1,0.23,299.85,Y,,,29.49,,,25.11,8.64,,0.93,0.14,,,,0.50,0.13,,,,,,,3.80,,0.24,,,,,,
9593,2022,2022,Fall,JB,JBM,1,NP,1,1,0,A2,73.00,72.85,1,0.23,317.37,Y,,,29.29,,,34.88,4.98,,0.55,,,,,,0.14,,,,,,,3.01,,0.15,,,,,,
9594,2022,2022,Fall,JB,JBM,1,NP,1,1,0,CENTER,54.27,54.04,1,0.23,235.95,Y,,,16.86,,,23.90,8.80,,0.84,,,,,,,,,,,,,3.64,,0.23,,,,,,
9595,2022,2022,Fall,JB,JBM,1,NP,1,1,0,B1,59.71,59.49,1,0.23,259.60,Y,,,17.43,,,35.42,4.98,,0.39,,,,,0.20,,,,,,,,1.08,,0.22,,,,,,
9596,2022,2022,Fall,JB,JBM,1,NP,1,1,0,B2,58.19,57.85,1,0.23,252.99,Y,0.14,,21.97,,,30.32,2.92,,0.70,,,,,0.07,0.14,,,,,,,1.59,,0.34,,,,,,
9597,2022,2022,Fall,JB,JBM,2,N,1,0,0,A1,0.00,0.00,1,0.23,0.00,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9598,2022,2022,Fall,JB,JBM,2,N,1,0,0,A2,#ERROR!,#ERROR!,1,0.23,#ERROR!,Y,1.53,,,,,#ERROR!,11.49,,0.85,,,,,0.00,,,,,,,,2.66,,0.19,,,,,,
9599,2022,2022,Fall,JB,JBM,2,N,1,0,0,CENTER,64.55,64.20,1,0.23,280.65,Y,1.60,,7.25,,,36.31,17.11,,0.45,,,,,,,,,,,,,1.48,,0.35,,,,,,
9600,2022,2022,Fall,JB,JBM,2,N,1,0,0,B1,73.12,73.12,1,0.23,317.91,Y,0.12,,18.15,,,43.01,8.93,,,,,,,0.15,,,,,,,,2.76,,0.00,,,,,,
9601,2022,2022,Fall,JB,JBM,2,N,1,0,0,B2,57.21,57.14,1,0.23,248.72,Y,0.27,,7.82,,,35.48,11.26,,0.09,,,,,,,,,,,,,2.22,,0.07,,,,,,
9602,2022,2022,Fall,JB,JBM,3,C,0,0,0,A1,37.38,37.27,1,0.23,162.54,Y,,,16.34,,,15.84,2.95,,0.12,0.42,,,,0.09,,,,0.17,,,,1.35,,0.12,,,,,,
9603,2022,2022,Fall,JB,JBM,3,C,0,0,0,A2,51.03,50.81,1,0.23,221.89,Y,,,24.56,,,23.19,2.62,,,,,,0.09,0.17,0.17,,,,,,,0.02,,0.23,,,,,,
9604,2022,2022,Fall,JB,JBM,3,C,0,0,0,CENTER,64.80,64.73,1,0.23,281.73,Y,,,32.29,,,22.55,7.29,,0.08,,,,,0.08,,,,,,,,2.44,,0.07,,,,,,
9605,2022,2022,Fall,JB,JBM,3,C,0,0,0,B1,0.00,0.00,1,0.23,0.00,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9606,2022,2022,Fall,JB,JBM,3,C,0,0,0,B2,53.62,53.59,1,0.23,233.12,Y,,,21.94,,,21.94,7.26,,0.09,,,,,1.13,,,,,,,,1.23,,0.03,,,,,,
9607,2022,2022,Fall,JB,JBM,4,P,0,1,0,A1,34.88,34.88,1,0.23,151.65,Y,,,8.39,,,8.39,11.07,,1.27,,,,0.77,1.44,0.62,,,,,,,2.93,,0.00,,,,,,
9608,2022,2022,Fall,JB,JBM,4,P,0,1,0,A2,19.33,19.32,1,0.23,84.03,Y,,,4.86,,,4.86,3.89,,0.81,,,,0.51,0.74,1.41,,,,,,,2.24,,0.01,,,,,,
9609,2022,2022,Fall,JB,JBM,4,P,0,1,0,CENTER,27.28,27.28,1,0.23,118.60,Y,1.53,,4.87,,,4.87,5.59,,1.36,,,,2.29,3.29,0.19,,,,,,,3.29,,,,,,,,
9610,2022,2022,Fall,JB,JBM,4,P,0,1,0,B1,47.01,47.01,1,0.23,204.38,Y,0.10,,15.02,,,15.02,4.12,,1.66,,,,1.21,7.15,0.36,,,,,,,2.37,,,,,,,,
9611,2022,2022,Fall,JB,JBM,4,P,0,1,0,B2,45.18,45.18,1,0.23,196.43,Y,0.84,,10.66,,,10.66,8.50,,0.96,,,,3.33,5.76,0.21,,,,,,,4.26,,0.00,,,,,,
9612,2022,2022,Fall,JB,JBO,1,NP,1,1,0,A1,85.41,85.34,1,0.23,371.34,Y,0.44,,71.77,,,10.96,,,0.64,,,,,,,,,,,,,1.53,,0.07,,,,,,
9613,2022,2022,Fall,JB,JBO,1,NP,1,1,0,A3,81.81,81.50,1,0.23,355.70,Y,5.86,,45.57,,,25.19,,,0.66,,,,,,,,,,,,,4.22,,0.31,,,,,,
9614,2022,2022,Fall,JB,JBO,1,NP,1,1,0,B2,68.23,68.23,1,0.23,296.64,Y,0.44,,49.29,,,15.85,,,1.21,,,,,,,,,,,,,1.44,,0.00,,,,,,
9615,2022,2022,Fall,JB,JBO,1,NP,1,1,0,C1,69.83,69.76,1,0.23,303.60,Y,0.73,,60.28,,,4.66,,,0.72,,,,,,,,,,,,2.12,1.25,,0.07,,,,,,
9616,2022,2022,Fall,JB,JBO,1,NP,1,1,0,C3,74.44,74.33,1,0.23,323.65,Y,2.39,,64.10,,,6.22,,,1.12,,,,,,,,,,,,,0.50,,0.11,,,,,,
9617,2022,2022,Fall,JB,JBO,2,P,0,1,0,A1,66.11,66.01,1,0.23,287.43,Y,0.94,,55.66,,,6.93,,,0.85,,,,,,,,,,,,0.99,0.64,,0.10,,,,,,
9618,2022,2022,Fall,JB,JBO,2,P,0,1,0,A3,75.82,77.08,1,0.23,329.66,Y,0.98,,78.29,,,-4.77,,,0.99,,,,,,,,,,,,2.48,-0.89,,-1.25,,,,,,
9619,2022,2022,Fall,JB,JBO,2,P,0,1,0,B2,71.92,74.07,1,0.23,312.68,Y,1.43,,62.63,,,9.06,,,1.73,,,,,,,,,,,,,-0.78,,-2.15,,,,,,
9620,2022,2022,Fall,JB,JBO,2,P,0,1,0,C1,71.18,71.13,1,0.23,309.47,Y,1.88,,41.71,,,25.55,,,0.07,,,,,,,,,,,,,1.92,,0.05,,,,,,
9621,2022,2022,Fall,JB,JBO,2,P,0,1,0,C3,62.22,62.12,1,0.23,270.50,Y,0.00,,47.92,,,16.18,,,1.03,,,,,,,,,,,,-1.85,-1.16,,0.10,,,,,,
9622,2022,2022,Fall,JB,JBO,3,N,1,0,0,A1,67.57,68.83,1,0.23,293.79,Y,0.10,,25.46,,,34.38,,,7.60,,,,,,,,,,,,,1.29,,-1.25,,,,,,
9623,2022,2022,Fall,JB,JBO,3,N,1,0,0,A3,70.48,69.02,1,0.23,306.43,Y,0.63,,55.29,,,4.03,-1.13,,7.82,,,,,,,,,,,,,2.39,,1.46,,,,,,
9624,2022,2022,Fall,JB,JBO,3,N,1,0,0,B2,83.40,83.30,1,0.23,362.60,Y,4.09,,61.62,,,11.97,,,3.93,,,,,,,,,,,,,1.69,,0.10,,,,,,
9625,2022,2022,Fall,JB,JBO,3,N,1,0,0,C1,63.86,65.10,1,0.23,277.65,Y,-1.65,,44.52,,,19.13,,,3.86,,,,,,,,,,,,,-0.75,,-1.24,,,,,,
9626,2022,2022,Fall,JB,JBO,3,N,1,0,0,C3,62.15,62.15,1,0.23,270.20,Y,,,61.24,,,0.18,,,2.52,,,,,,0.02,,,,,,,-1.81,,,,,,,,
9627,2022,2022,Fall,JB,JBO,4,C,0,0,0,A1,56.84,58.10,1,0.23,247.15,Y,0.00,,60.44,,,1.61,,,-1.11,,,,,,,,,,,,-2.15,-0.68,,-1.25,,,,,,
9628,2022,2022,Fall,JB,JBO,4,C,0,0,0,A3,71.88,71.81,1,0.23,312.51,Y,-1.34,,69.72,,,0.48,,,0.38,,,,,,,,,,,,1.38,1.19,,0.07,,,,,,
9629,2022,2022,Fall,JB,JBO,4,C,0,0,0,B2,70.38,70.38,1,0.23,306.00,Y,,,69.41,,,0.39,,,0.58,,,,,,,,,,,,,,,,,,,,,
